A  	Element	Z  	N  	Par. Elevel	Unc. 	JPi       	Dec Mode	T1/2 (txt)    	T1/2 (num)        	Daughter	Radiation	Rad subtype 	Rad Ene.  	Unc       	EP Ene.   	Unc       	Rad Int.  	Unc       	Dose        	Unc       
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	XR kb3      	5.427     	          	          	          	0.093     	5         	5.1E-6      	3         
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	62.289    	2         	          	          	16.4      	6         	0.0102      	4         
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	90.639    	2         	          	          	53.2      	19        	0.0482      	17        
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	133.80    	17        	          	          	3.14E-7   	15        	4.20E-10    	21        
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	152.928   	2         	          	          	30.3      	11        	0.0464      	17        
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	Annihil.    	511.0     	          	          	          	186       	5         	            	          
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	595.3     	          	          	          	1.3E-4    	13        	8.E-7       	8         
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	657.5     	          	          	          	1.3E-4    	13        	9.E-7       	9         
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	1021.3    	          	          	          	5.E-4     	5         	5.E-6       	5         
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	1027.8    	7         	          	          	1.3E-4    	3         	1.3E-6      	3         
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	1064.63   	17        	          	          	2.7E-5    	5         	2.8E-7      	6         
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	1155.33   	17        	          	          	8.0E-5    	21        	9.2E-7      	25        
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	1361.61   	7         	          	          	0.045     	5         	6.2E-4      	6         
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	1423.3    	3         	          	          	0.010     	3         	1.4E-4      	5         
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	1508.3    	2         	          	          	0.008     	3         	1.2E-4      	5         
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	1514.1    	2         	          	          	0.026     	3         	3.9E-4      	5         
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	1570.6    	2         	          	          	0.020     	3         	3.1E-4      	5         
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	2091.1    	7         	          	          	4.0E-4    	9         	8.3E-6      	18        
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	2143.7    	6         	          	          	9.2E-4    	14        	2.0E-5      	3         
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	2155.7    	12        	          	          	1.6E-4    	5         	3.6E-6      	12        
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	2181.6    	11        	          	          	3.2E-5    	21        	7.E-7       	5         
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	2218.6    	10        	          	          	1.9E-4    	6         	4.2E-6      	13        
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	2236.2    	10        	          	          	2.2E-4    	6         	5.0E-6      	14        
49 	CR     	24 	25 	0.0        	     	5/2-      	B+      	42.3 M 1      	2538              	49V     	G        	            	2310.6    	14        	          	          	1.0E-4    	3         	2.3E-6      	7         
51 	CR     	24 	27 	0.0        	     	7/2-      	EC      	27.7010 D 11  	2393366.4         	51V     	E        	Auger L     	0.47      	          	          	          	146.1     	5         	6.868E-4    	22        
51 	CR     	24 	27 	0.0        	     	7/2-      	EC      	27.7010 D 11  	2393366.4         	51V     	E        	Auger K     	4.38      	          	          	          	66.4      	4         	0.002907    	20        
51 	CR     	24 	27 	0.0        	     	7/2-      	EC      	27.7010 D 11  	2393366.4         	51V     	E        	CE K        	314.6173  	5         	          	          	0.0165    	10        	5.2E-5      	3         
51 	CR     	24 	27 	0.0        	     	7/2-      	EC      	27.7010 D 11  	2393366.4         	51V     	E        	CE L        	319.4542  	6         	          	          	0.00152   	9         	4.9E-6      	3         
51 	CR     	24 	27 	0.0        	     	7/2-      	EC      	27.7010 D 11  	2393366.4         	51V     	E        	CE M        	320.0824  	4         	          	          	2.00E-4   	12        	6.4E-7      	4         
51 	CR     	24 	27 	0.0        	     	7/2-      	EC      	27.7010 D 11  	2393366.4         	51V     	G        	XR l        	0.51      	          	          	          	0.34      	12        	1.7E-6      	6         
51 	CR     	24 	27 	0.0        	     	7/2-      	EC      	27.7010 D 11  	2393366.4         	51V     	G        	XR ka2      	4.945     	          	          	          	6.5       	3         	3.22E-4     	13        
51 	CR     	24 	27 	0.0        	     	7/2-      	EC      	27.7010 D 11  	2393366.4         	51V     	G        	XR ka1      	4.952     	          	          	          	12.9      	6         	6.4E-4      	3         
51 	CR     	24 	27 	0.0        	     	7/2-      	EC      	27.7010 D 11  	2393366.4         	51V     	G        	XR kb1      	5.427     	          	          	          	1.46      	6         	7.9E-5      	3         
51 	CR     	24 	27 	0.0        	     	7/2-      	EC      	27.7010 D 11  	2393366.4         	51V     	G        	XR kb3      	5.427     	          	          	          	0.75      	4         	4.07E-5     	19        
51 	CR     	24 	27 	0.0        	     	7/2-      	EC      	27.7010 D 11  	2393366.4         	51V     	G        	            	320.0824  	4         	          	          	9.910     	10        	0.03172     	3         
55 	CR     	24 	31 	0.0        	     	3/2-      	B-      	3.497 M 3     	209.82            	55MN    	BM       	            	68.73     	25        	235.1     	6         	5.9E-4    	13        	4.1E-7      	9         
55 	CR     	24 	31 	0.0        	     	3/2-      	B-      	3.497 M 3     	209.82            	55MN    	BM       	            	102.8     	3         	334.9     	7         	1.1E-4    	4         	1.1E-7      	4         
55 	CR     	24 	31 	0.0        	     	3/2-      	B-      	3.497 M 3     	209.82            	55MN    	BM       	            	108.29    	24        	350.6     	6         	0.0031    	5         	3.4E-6      	5         
55 	CR     	24 	31 	0.0        	     	3/2-      	B-      	3.497 M 3     	209.82            	55MN    	BM       	            	398.90    	25        	1075.0    	4         	0.038     	3         	1.52E-4     	12        
55 	CR     	24 	31 	0.0        	     	3/2-      	B-      	3.497 M 3     	209.82            	55MN    	BM       	            	1101.3    	3         	2603.1    	4         	99.958    	4         	1.1008      	3         
55 	CR     	24 	31 	0.0        	     	3/2-      	B-      	3.497 M 3     	209.82            	55MN    	BM AV    	            	1101.0    	3         	          	          	100.000   	5         	1.1010      	3         
55 	CR     	24 	31 	0.0        	     	3/2-      	B-      	3.497 M 3     	209.82            	55MN    	G        	            	126.0     	5         	          	          	0.0017    	3         	2.2E-6      	3         
55 	CR     	24 	31 	0.0        	     	3/2-      	B-      	3.497 M 3     	209.82            	55MN    	G        	            	1402.0    	4         	          	          	0.00133   	21        	1.9E-5      	3         
55 	CR     	24 	31 	0.0        	     	3/2-      	B-      	3.497 M 3     	209.82            	55MN    	G        	            	1528.0    	2         	          	          	0.037     	          	5.7E-4      	          
55 	CR     	24 	31 	0.0        	     	3/2-      	B-      	3.497 M 3     	209.82            	55MN    	G        	            	2240.9    	8         	          	          	4.1E-4    	12        	9.E-6       	3         
55 	CR     	24 	31 	0.0        	     	3/2-      	B-      	3.497 M 3     	209.82            	55MN    	G        	            	2252.5    	4         	          	          	0.0031    	4         	7.1E-5      	10        
55 	CR     	24 	31 	0.0        	     	3/2-      	B-      	3.497 M 3     	209.82            	55MN    	G        	            	2268.1    	6         	          	          	1.1E-4    	4         	2.5E-6      	9         
55 	CR     	24 	31 	0.0        	     	3/2-      	B-      	3.497 M 3     	209.82            	55MN    	G        	            	2368.5    	6         	          	          	1.8E-4    	4         	4.3E-6      	9         
56 	CR     	24 	32 	0.0        	     	0+        	B-      	5.94 M 10     	356.4             	56MN    	BM       	            	590       	4         	1518.5    	20        	100       	          	0.590       	          
56 	CR     	24 	32 	0.0        	     	0+        	B-      	5.94 M 10     	356.4             	56MN    	BM AV    	            	590       	          	          	          	100       	          	0.59        	          
56 	CR     	24 	32 	0.0        	     	0+        	B-      	5.94 M 10     	356.4             	56MN    	E        	Auger L     	0.61      	          	          	          	83.2      	8         	5.08E-4     	5         
56 	CR     	24 	32 	0.0        	     	0+        	B-      	5.94 M 10     	356.4             	56MN    	E        	Auger K     	5.19      	          	          	          	36.0      	5         	0.001867    	24        
56 	CR     	24 	32 	0.0        	     	0+        	B-      	5.94 M 10     	356.4             	56MN    	E        	CE K        	19.4610   	4         	          	          	48.8      	5         	0.00950     	11        
56 	CR     	24 	32 	0.0        	     	0+        	B-      	5.94 M 10     	356.4             	56MN    	E        	CE L        	25.2310   	4         	          	          	4.92      	6         	0.001242    	14        
56 	CR     	24 	32 	0.0        	     	0+        	B-      	5.94 M 10     	356.4             	56MN    	E        	CE K        	76.4610   	4         	          	          	4.17      	4         	0.00319     	3         
56 	CR     	24 	32 	0.0        	     	0+        	B-      	5.94 M 10     	356.4             	56MN    	E        	CE L        	82.2310   	4         	          	          	0.413     	4         	3.39E-4     	4         
56 	CR     	24 	32 	0.0        	     	0+        	B-      	5.94 M 10     	356.4             	56MN    	G        	XR l        	0.64      	          	          	          	0.39      	6         	2.5E-6      	4         
56 	CR     	24 	32 	0.0        	     	0+        	B-      	5.94 M 10     	356.4             	56MN    	G        	XR ka2      	5.888     	          	          	          	4.93      	22        	2.90E-4     	13        
56 	CR     	24 	32 	0.0        	     	0+        	B-      	5.94 M 10     	356.4             	56MN    	G        	XR ka1      	5.899     	          	          	          	9.7       	4         	5.7E-4      	3         
56 	CR     	24 	32 	0.0        	     	0+        	B-      	5.94 M 10     	356.4             	56MN    	G        	XR kb1      	6.49      	          	          	          	1.13      	5         	7.4E-5      	4         
56 	CR     	24 	32 	0.0        	     	0+        	B-      	5.94 M 10     	356.4             	56MN    	G        	XR kb3      	6.49      	          	          	          	0.58      	3         	3.75E-5     	18        
56 	CR     	24 	32 	0.0        	     	0+        	B-      	5.94 M 10     	356.4             	56MN    	G        	            	26        	          	          	          	44.6      	5         	0.01160     	13        
56 	CR     	24 	32 	0.0        	     	0+        	B-      	5.94 M 10     	356.4             	56MN    	G        	            	83        	          	          	          	95.3      	10        	0.0791      	8         
49 	MN     	25 	24 	0.0        	     	5/2-      	B+      	382 MS 7      	0.382             	49CR    	BP       	            	1919      	12        	4189      	24        	2.3       	9         	0.044       	17        
49 	MN     	25 	24 	0.0        	     	5/2-      	B+      	382 MS 7      	0.382             	49CR    	BP       	            	3010      	12        	6421      	24        	6         	3         	0.17        	8         
49 	MN     	25 	24 	0.0        	     	5/2-      	B+      	382 MS 7      	0.382             	49CR    	BP       	            	3144      	12        	6693      	24        	92        	3         	2.89        	9         
49 	MN     	25 	24 	0.0        	     	5/2-      	B+      	382 MS 7      	0.382             	49CR    	BP AV    	            	3.11E+3   	17        	          	          	100       	4         	3.10        	21        
49 	MN     	25 	24 	0.0        	     	5/2-      	B+      	382 MS 7      	0.382             	49CR    	E        	Auger L     	0.54      	          	          	          	0.145     	6         	7.8E-7      	3         
49 	MN     	25 	24 	0.0        	     	5/2-      	B+      	382 MS 7      	0.382             	49CR    	E        	Auger K     	4.78      	          	          	          	0.064     	3         	3.06E-6     	14        
49 	MN     	25 	24 	0.0        	     	5/2-      	B+      	382 MS 7      	0.382             	49CR    	G        	XR l        	0.57      	          	          	          	3.8E-4    	13        	2.2E-9      	8         
49 	MN     	25 	24 	0.0        	     	5/2-      	B+      	382 MS 7      	0.382             	49CR    	G        	XR ka2      	5.405     	          	          	          	0.0075    	5         	4.0E-7      	3         
49 	MN     	25 	24 	0.0        	     	5/2-      	B+      	382 MS 7      	0.382             	49CR    	G        	XR ka1      	5.415     	          	          	          	0.0148    	9         	8.0E-7      	5         
49 	MN     	25 	24 	0.0        	     	5/2-      	B+      	382 MS 7      	0.382             	49CR    	G        	XR kb1      	5.947     	          	          	          	0.00166   	11        	9.9E-8      	6         
49 	MN     	25 	24 	0.0        	     	5/2-      	B+      	382 MS 7      	0.382             	49CR    	G        	XR kb3      	5.947     	          	          	          	8.5E-4    	5         	5.0E-8      	3         
49 	MN     	25 	24 	0.0        	     	5/2-      	B+      	382 MS 7      	0.382             	49CR    	G        	            	272.3     	4         	          	          	6         	3         	0.017       	7         
49 	MN     	25 	24 	0.0        	     	5/2-      	B+      	382 MS 7      	0.382             	49CR    	G        	Annihil.    	511.0     	          	          	          	200       	8         	            	          
49 	MN     	25 	24 	0.0        	     	5/2-      	B+      	382 MS 7      	0.382             	49CR    	G        	            	2231.5    	10        	          	          	0.6       	3         	0.013       	7         
49 	MN     	25 	24 	0.0        	     	5/2-      	B+      	382 MS 7      	0.382             	49CR    	G        	            	2504.8    	10        	          	          	1.7       	7         	0.043       	18        
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	BP       	            	699.88    	92        	1614.45   	7         	7.0E-4    	10        	4.9E-6      	7         
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	BP       	            	1246.08   	95        	2785.45   	7         	1.5E-4    	15        	1.9E-6      	19        
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	BP       	            	1340.65   	96        	2984.45   	7         	0.056     	3         	7.5E-4      	4         
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	BP       	            	3104.00   	          	6612.45   	7         	99.839    	3         	3.09900     	9         
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	BP AV    	            	3102.99   	17        	          	          	99.896    	4         	3.09976     	21        
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	E        	Auger L     	0.54      	          	          	          	0.1484    	5         	8.01E-7     	3         
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	E        	Auger K     	4.78      	          	          	          	0.0656    	5         	3.136E-6    	22        
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	G        	XR l        	0.57      	          	          	          	3.9E-4    	13        	2.2E-9      	8         
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	G        	XR ka2      	5.405     	          	          	          	0.0077    	4         	4.14E-7     	20        
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	G        	XR ka1      	5.415     	          	          	          	0.0151    	6         	8.2E-7      	3         
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	G        	XR kb1      	5.947     	          	          	          	0.00170   	7         	1.01E-7     	4         
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	G        	XR kb3      	5.947     	          	          	          	8.7E-4    	4         	5.16E-8     	22        
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	G        	Annihil.    	511.0     	          	          	          	199.792   	8         	            	          
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	G        	            	783       	          	          	          	1.978E-6  	15        	1.549E-8    	12        
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	G        	            	2844      	          	          	          	0.0190    	20        	5.4E-4      	6         
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	G        	            	3044      	          	          	          	1.5E-4    	15        	5.E-6       	5         
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	G        	            	3628      	          	          	          	0.0380    	20        	0.00138     	7         
50 	MN     	25 	25 	0.0        	     	0+        	EC      	283.19 MS 10  	0.283             	50CR    	G        	            	4215      	          	          	          	7.0E-4    	10        	3.0E-5      	4         
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	BP       	            	1355      	4         	3012.2    	4         	28.5      	12        	0.386       	16        
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	BP       	            	1595      	4         	3513.1    	3         	69        	5         	1.10        	8         
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	BP       	            	1672      	4         	3673.8    	4         	8.0       	23        	0.13        	4         
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	BP AV    	            	1.54E+3   	12        	          	          	106       	6         	1.62        	15        
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	E        	Auger L     	0.54      	          	          	          	1.26      	10        	6.8E-6      	6         
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	E        	Auger K     	4.78      	          	          	          	0.56      	5         	2.66E-5     	23        
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	E        	CE K        	155.0108  	3         	          	          	0.06      	6         	9.E-5       	9         
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	E        	CE L        	160.3054  	4         	          	          	0.006     	6         	9.E-6       	9         
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	G        	XR l        	0.57      	          	          	          	0.0033    	12        	1.9E-8      	7         
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	G        	XR ka2      	5.405     	          	          	          	0.065     	7         	3.5E-6      	4         
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	G        	XR ka1      	5.415     	          	          	          	0.129     	13        	7.0E-6      	7         
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	G        	XR kb1      	5.947     	          	          	          	0.0144    	14        	8.6E-7      	8         
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	G        	XR kb3      	5.947     	          	          	          	0.0074    	7         	4.4E-7      	4         
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	G        	            	161       	          	          	          	1.0       	10        	0.0016      	16        
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	G        	Annihil.    	511.0     	          	          	          	211       	11        	            	          
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	G        	            	661.5     	3         	          	          	25.0      	10        	0.165       	7         
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	G        	            	783.3     	1         	          	          	100.0     	20        	0.783       	16        
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	G        	            	1098.0    	2         	          	          	98.5      	23        	1.08        	3         
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	G        	            	1282.4    	3         	          	          	33.0      	20        	0.42        	3         
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	G        	            	1443.3    	2         	          	          	69        	5         	1.00        	7         
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	G        	            	1944.5    	5         	          	          	3.8       	5         	0.074       	10        
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	G        	            	2541      	          	          	          	0.5       	5         	0.013       	13        
50 	MN     	25 	25 	225.28     	9    	5+        	EC      	1.75 M 3      	105               	50CR    	G        	            	3042      	          	          	          	1.0       	10        	0.03        	3         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	BP       	            	79.83     	18        	184.1     	4         	2.62E-4   	15        	2.09E-7     	12        
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	BP       	            	121.52    	20        	286.1     	5         	2.3E-4    	3         	2.8E-7      	4         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	BP       	            	263.89    	19        	628.1     	4         	0.0079    	4         	2.08E-5     	11        
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	BP       	            	351.35    	28        	832.3     	6         	0.0150    	10        	5.3E-5      	4         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	BP       	            	619.00    	19        	1436.4    	4         	0.200     	3         	0.001238    	19        
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	BP       	            	963.67    	19        	2185.5    	4         	96.86     	7         	0.9334      	7         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	BP AV    	            	962.8     	10        	          	          	97.08     	7         	0.9347      	12        
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	Auger L     	0.54      	          	          	          	4.180     	14        	2.257E-5    	8         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	Auger K     	4.78      	          	          	          	1.848     	13        	8.83E-5     	6         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE K        	597.8     	5         	          	          	5.3E-6    	17        	3.2E-8      	10        
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE L        	603.1     	5         	          	          	4.9E-7    	15        	2.9E-9      	9         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE M        	603.8     	5         	          	          	6.4E-8    	20        	3.9E-10     	12        
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE K        	743.08    	9         	          	          	7.87E-5   	          	5.85E-7     	          
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE L        	748.38    	9         	          	          	7.31E-6   	          	5.47E-8     	          
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE M        	749.07    	9         	          	          	9.62E-7   	          	7.21E-9     	          
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE K        	802.20    	21        	          	          	3.6E-6    	6         	2.9E-8      	5         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE L        	807.50    	21        	          	          	3.3E-7    	5         	2.7E-9      	4         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE M        	808.19    	21        	          	          	4.4E-8    	7         	3.5E-10     	6         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE K        	1551.5    	3         	          	          	1.9E-7    	3         	3.0E-9      	4         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE L        	1556.8    	3         	          	          	1.76E-8   	24        	2.7E-10     	4         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE M        	1557.5    	3         	          	          	2.3E-9    	3         	3.6E-11     	5         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE K        	1893.4    	3         	          	          	2.3E-7    	3         	4.3E-9      	6         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE L        	1898.7    	3         	          	          	2.1E-8    	3         	4.0E-10     	5         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE M        	1899.41   	25        	          	          	2.8E-9    	4         	5.3E-11     	7         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE K        	1995.36   	12        	          	          	1.14E-6   	7         	2.27E-8     	13        
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE L        	2000.66   	12        	          	          	1.04E-7   	6         	2.09E-9     	12        
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE M        	2001.35   	12        	          	          	1.37E-8   	8         	2.75E-10    	16        
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE K        	2073.63   	16        	          	          	1.98E-7   	16        	4.1E-9      	3         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE L        	2078.93   	16        	          	          	1.82E-8   	15        	3.8E-10     	3         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE M        	2079.62   	16        	          	          	2.39E-9   	20        	5.0E-11     	4         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE K        	2306.53   	23        	          	          	3.1E-7    	3         	7.2E-9      	6         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE L        	2311.83   	23        	          	          	2.86E-8   	25        	6.6E-10     	6         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	E        	CE M        	2312.52   	23        	          	          	3.8E-9    	3         	8.7E-11     	8         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	XR l        	0.57      	          	          	          	0.011     	4         	6.2E-8      	22        
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	XR ka2      	5.405     	          	          	          	0.216     	10        	1.17E-5     	6         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	XR ka1      	5.415     	          	          	          	0.426     	18        	2.31E-5     	10        
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	XR kb1      	5.947     	          	          	          	0.0478    	21        	2.84E-6     	12        
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	XR kb3      	5.947     	          	          	          	0.0244    	10        	1.45E-6     	6         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	Annihil.    	511.0     	          	          	          	194.17    	14        	            	          
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	            	603.8     	5         	          	          	0.015     	5         	9.E-5       	3         
51 	MN     	25 	26 	0.0        	     	5/2-      	EC      	46.2 M 1      	2772              	51CR    	G        	            	749.07    	9         	          	          	0.265     	          	0.00199     	          
